Berth,Vessel,MC,ML,Location,Number,InEnvelope
Berth 02,180k,MC2,Stern,NR,47,0
Berth 02,180k,MC2,Stern,SR,47,0
Berth 02,180k,MC2,Stern,SR,47,0
Berth 02,180k,MC2,Stern,SR,47,0
Berth 02,180k,MC2,Stern,SR,47,0
Berth 02,180k,MC2,Stern,ND,48,0
Berth 02,180k,MC2,Stern,ND,48,0
Berth 02,180k,MC2,Stern,ND,48,0
Berth 02,180k,MC2,Stern,ND,48,0
Berth 02,180k,MC2,Stern,NR,48,0
Berth 02,180k,MC2,Stern,NR,48,0
Berth 02,180k,MC2,Stern,NR,48,0
Berth 02,180k,MC2,Stern,NR,48,0
Berth 02,180k,MC2,Stern,SR,48,0
Berth 02,180k,MC2,Stern,SR,48,0
Berth 02,180k,MC2,Stern,SR,48,0
Berth 02,180k,MC2,Stern,SR,48,0
Berth 02,180k,MC2,Stern,ND,49,0
Berth 02,180k,MC2,Stern,ND,49,0
Berth 02,180k,MC2,Stern,ND,49,0
Berth 02,180k,MC2,Stern,ND,49,0
Berth 02,180k,MC2,Stern,NR,49,0
Berth 02,180k,MC2,Stern,NR,49,0
Berth 02,180k,MC2,Stern,NR,49,0
Berth 02,180k,MC2,Stern,NR,49,0
Berth 02,180k,MC2,Stern,SR,49,0
Berth 02,180k,MC2,Stern,SR,49,0
Berth 02,180k,MC2,Stern,SR,49,0
Berth 02,180k,MC2,Stern,SR,49,0
Berth 02,180k,MC2,Stern,ND,50,0
Berth 02,180k,MC2,Stern,ND,50,0
Berth 02,180k,MC2,Stern,ND,50,0
Berth 02,180k,MC2,Stern,ND,50,0
Berth 02,180k,MC2,Stern,NR,50,0
Berth 02,180k,MC2,Stern,NR,50,0
Berth 02,180k,MC2,Stern,NR,50,0
Berth 02,180k,MC2,Stern,NR,50,0
Berth 02,180k,MC2,Stern,SR,50,0
Berth 02,180k,MC2,Stern,SR,50,0
Berth 02,180k,MC2,Stern,SR,50,0
Berth 02,180k,MC2,Stern,SR,50,0
Berth 02,180k,MC2,Stern,ND,51,0
Berth 02,180k,MC2,Stern,ND,51,0
Berth 02,180k,MC2,Stern,ND,51,0
Berth 02,180k,MC2,Stern,ND,51,0
Berth 02,180k,MC2,Stern,NR,51,0
Berth 02,180k,MC2,Stern,NR,51,0
Berth 02,180k,MC2,Stern,NR,51,0
Berth 02,180k,MC2,Stern,NR,51,0
Berth 02,180k,MC2,Stern,SR,51,0
Berth 02,180k,MC2,Stern,SR,51,0
Berth 02,180k,MC2,Stern,SR,51,0
Berth 02,180k,MC2,Stern,SR,51,0
Berth 02,180k,MC2,Stern,ND,52,0
Berth 02,180k,MC2,Stern,ND,52,0
Berth 02,180k,MC2,Stern,ND,52,0
Berth 02,180k,MC2,Stern,ND,52,0
Berth 02,180k,MC2,Stern,NR,52,0
Berth 02,180k,MC2,Stern,NR,52,0
Berth 02,180k,MC2,Stern,NR,52,0
Berth 02,180k,MC2,Stern,NR,52,0
Berth 02,180k,MC2,Stern,SR,52,0
Berth 02,180k,MC2,Stern,SR,52,0
Berth 02,180k,MC2,Stern,SR,52,0
Berth 02,180k,MC2,Stern,SR,52,0
Berth 02,180k,MC2,Stern,ND,53,0
Berth 02,180k,MC2,Stern,ND,53,0
Berth 02,180k,MC2,Stern,ND,53,0
Berth 02,180k,MC2,Stern,ND,53,0
Berth 02,180k,MC2,Stern,NR,53,0
Berth 02,180k,MC2,Stern,NR,53,0
Berth 02,180k,MC2,Stern,NR,53,0
Berth 02,180k,MC2,Stern,NR,53,0
Berth 02,180k,MC2,Stern,SR,53,0
Berth 02,180k,MC2,Stern,SR,53,0
Berth 02,180k,MC2,Stern,SR,53,0
Berth 02,180k,MC2,Stern,SR,53,0
Berth 02,180k,MC2,Stern,ND,54,0
Berth 02,180k,MC2,Stern,ND,54,0
Berth 02,180k,MC2,Stern,ND,54,0
Berth 02,180k,MC2,Stern,ND,54,0
Berth 02,180k,MC2,Stern,NR,54,0
Berth 02,180k,MC2,Stern,NR,54,0
Berth 02,180k,MC2,Stern,NR,54,0
Berth 02,180k,MC2,Stern,NR,54,0
Berth 02,180k,MC2,Stern,SR,54,0
Berth 02,180k,MC2,Stern,SR,54,0
Berth 02,180k,MC2,Stern,SR,54,0
Berth 02,180k,MC2,Stern,SR,54,0
Berth 02,180k,MC2,Stern,ND,55,0
Berth 02,180k,MC2,Stern,ND,55,0
Berth 02,180k,MC2,Stern,ND,55,0
Berth 02,180k,MC2,Stern,ND,55,0
Berth 02,180k,MC2,Stern,NR,55,0
Berth 02,180k,MC2,Stern,NR,55,0
Berth 02,180k,MC2,Stern,NR,55,0
Berth 02,180k,MC2,Stern,NR,55,0
Berth 02,180k,MC2,Stern,SR,55,0
Berth 02,180k,MC2,Stern,SR,55,0
Berth 02,180k,MC2,Stern,SR,55,0
Berth 02,180k,MC2,Stern,SR,55,0
Berth 02,180k,MC2,Stern,ND,56,0
Berth 02,180k,MC2,Stern,ND,56,0
Berth 02,180k,MC2,Stern,ND,56,0
Berth 02,180k,MC2,Stern,ND,56,0
Berth 02,180k,MC2,Stern,NR,56,0
Berth 02,180k,MC2,Stern,NR,56,0
Berth 02,180k,MC2,Stern,NR,56,0
Berth 02,180k,MC2,Stern,NR,56,0
Berth 02,180k,MC2,Stern,SR,56,0
Berth 02,180k,MC2,Stern,SR,56,0
Berth 02,180k,MC2,Stern,SR,56,0
Berth 02,180k,MC2,Stern,SR,56,0
Berth 02,180k,MC2,Stern,ND,57,0
Berth 02,180k,MC2,Stern,ND,57,0
Berth 02,180k,MC2,Stern,ND,57,0
Berth 02,180k,MC2,Stern,ND,57,0
Berth 02,180k,MC2,Stern,NR,57,0
Berth 02,180k,MC2,Stern,NR,57,0
Berth 02,180k,MC2,Stern,NR,57,0
Berth 02,180k,MC2,Stern,NR,57,0
Berth 02,180k,MC2,Stern,SR,57,0
Berth 02,180k,MC2,Stern,SR,57,0
Berth 02,180k,MC2,Stern,SR,57,0
Berth 02,180k,MC2,Stern,SR,57,0
Berth 02,180k,MC2,Stern,ND,58,0
Berth 02,180k,MC2,Stern,ND,58,0
Berth 02,180k,MC2,Stern,ND,58,0
Berth 02,180k,MC2,Stern,ND,58,0
Berth 02,180k,MC2,Stern,NR,58,0
Berth 02,180k,MC2,Stern,NR,58,0
Berth 02,180k,MC2,Stern,NR,58,0
Berth 02,180k,MC2,Stern,NR,58,0
Berth 02,180k,MC2,Stern,SR,58,0
Berth 02,180k,MC2,Stern,SR,58,0
Berth 02,180k,MC2,Stern,SR,58,0
Berth 02,180k,MC2,Stern,SR,58,0
Berth 02,180k,MC2,Stern,ND,59,0
Berth 02,180k,MC2,Stern,ND,59,0
Berth 02,180k,MC2,Stern,ND,59,0
Berth 02,180k,MC2,Stern,ND,59,0
Berth 02,180k,MC2,Stern,NR,59,0
Berth 02,180k,MC2,Stern,NR,59,0
Berth 02,180k,MC2,Stern,NR,59,0
Berth 02,180k,MC2,Stern,NR,59,0
Berth 02,180k,MC2,Stern,SR,59,0
Berth 02,180k,MC2,Stern,SR,59,0
Berth 02,180k,MC2,Stern,SR,59,0
Berth 02,180k,MC2,Stern,SR,59,0
Berth 02,180k,MC2,Stern,ND,60,0
Berth 02,180k,MC2,Stern,ND,60,0
Berth 02,180k,MC2,Stern,ND,60,0
Berth 02,180k,MC2,Stern,ND,60,0
Berth 02,180k,MC2,Stern,NR,60,0
Berth 02,180k,MC2,Stern,NR,60,0
Berth 02,180k,MC2,Stern,NR,60,0
Berth 02,180k,MC2,Stern,NR,60,0
Berth 02,180k,MC2,Stern,SR,60,0
Berth 02,180k,MC2,Stern,SR,60,0
Berth 02,180k,MC2,Stern,SR,60,0
Berth 02,180k,MC2,Stern,SR,60,0
Berth 02,180k,MC2,Stern,ND,61,0
Berth 02,180k,MC2,Stern,ND,61,0
Berth 02,180k,MC2,Stern,ND,61,0
Berth 02,180k,MC2,Stern,ND,61,0
Berth 02,180k,MC2,Stern,NR,61,0
Berth 02,180k,MC2,Stern,NR,61,0
Berth 02,180k,MC2,Stern,NR,61,0
Berth 02,180k,MC2,Stern,NR,61,0
Berth 02,180k,MC2,Stern,SR,61,0
Berth 02,180k,MC2,Stern,SR,61,0
Berth 02,180k,MC2,Stern,SR,61,0
Berth 02,180k,MC2,Stern,SR,61,0
Berth 02,180k,MC2,Stern,ND,62,0
Berth 02,180k,MC2,Stern,ND,62,0
Berth 02,180k,MC2,Stern,ND,62,0
Berth 02,180k,MC2,Stern,ND,62,0
Berth 02,180k,MC2,Stern,NR,62,0
Berth 02,180k,MC2,Stern,NR,62,0
Berth 02,180k,MC2,Stern,NR,62,0
Berth 02,180k,MC2,Stern,NR,62,0
Berth 02,180k,MC2,Stern,SR,62,0
Berth 02,180k,MC2,Stern,SR,62,0
Berth 02,180k,MC2,Stern,SR,62,0
Berth 02,180k,MC2,Stern,SR,62,0
Berth 02,180k,MC2,Stern,ND,63,0
Berth 02,180k,MC2,Stern,ND,63,0
Berth 02,180k,MC2,Stern,ND,63,0
Berth 02,180k,MC2,Stern,ND,63,0
Berth 02,180k,MC2,Stern,NR,63,0
Berth 02,180k,MC2,Stern,NR,63,0
Berth 02,180k,MC2,Stern,NR,63,0
Berth 02,180k,MC2,Stern,NR,63,0
Berth 02,180k,MC2,Stern,SR,63,0
Berth 02,180k,MC2,Stern,SR,63,0
Berth 02,180k,MC2,Stern,SR,63,0
Berth 02,180k,MC2,Stern,SR,63,0
Berth 02,180k,MC2,Stern,ND,64,0
Berth 02,180k,MC2,Stern,ND,64,0
Berth 02,180k,MC2,Stern,ND,64,0
Berth 02,180k,MC2,Stern,ND,64,0
Berth 02,180k,MC2,Stern,NR,64,0
Berth 02,180k,MC2,Stern,NR,64,0
Berth 02,180k,MC2,Stern,NR,64,0
Berth 02,180k,MC2,Stern,NR,64,0
Berth 02,180k,MC2,Stern,SR,64,0
Berth 02,180k,MC2,Stern,SR,64,0
Berth 02,180k,MC2,Stern,SR,64,0
Berth 02,180k,MC2,Stern,SR,64,0
Berth 02,180k,MC2,Stern,ND,65,0
Berth 02,180k,MC2,Stern,ND,65,0
Berth 02,180k,MC2,Stern,ND,65,0
Berth 02,180k,MC2,Stern,ND,65,0
Berth 02,180k,MC2,Stern,NR,65,0
Berth 02,180k,MC2,Stern,NR,65,0
Berth 02,180k,MC2,Stern,NR,65,0
Berth 02,180k,MC2,Stern,NR,65,0
Berth 02,180k,MC2,Stern,SR,65,0
Berth 02,180k,MC2,Stern,SR,65,0
Berth 02,180k,MC2,Stern,SR,65,0
Berth 02,180k,MC2,Stern,SR,65,0
Berth 02,180k,MC2,Stern,ND,66,0
Berth 02,180k,MC2,Stern,ND,66,0
Berth 02,180k,MC2,Stern,ND,66,0
Berth 02,180k,MC2,Stern,ND,66,0
Berth 02,180k,MC2,Stern,NR,66,0
Berth 02,180k,MC2,Stern,NR,66,0
Berth 02,180k,MC2,Stern,NR,66,0
Berth 02,180k,MC2,Stern,NR,66,0
Berth 02,180k,MC2,Stern,SR,66,0
Berth 02,180k,MC2,Stern,SR,66,0
Berth 02,180k,MC2,Stern,SR,66,0
Berth 02,180k,MC2,Stern,SR,66,0
Berth 02,180k,MC2,Stern,ND,67,0
Berth 02,180k,MC2,Stern,ND,67,0
Berth 02,180k,MC2,Stern,ND,67,0
Berth 02,180k,MC2,Stern,ND,67,0
Berth 02,180k,MC2,Stern,NR,67,0
Berth 02,180k,MC2,Stern,NR,67,0
Berth 02,180k,MC2,Stern,NR,67,0
Berth 02,180k,MC2,Stern,NR,67,0
Berth 02,180k,MC2,Stern,SR,67,0
Berth 02,180k,MC2,Stern,SR,67,0
Berth 02,180k,MC2,Stern,SR,67,0
Berth 02,180k,MC2,Stern,SR,67,0
Berth 02,180k,MC2,Stern,ND,68,0
Berth 02,180k,MC2,Stern,ND,68,0
Berth 02,180k,MC2,Stern,ND,68,0
Berth 02,180k,MC2,Stern,ND,68,0
Berth 02,180k,MC2,Stern,NR,68,0
Berth 02,180k,MC2,Stern,NR,68,0
Berth 02,180k,MC2,Stern,NR,68,0
Berth 02,180k,MC2,Stern,NR,68,0
Berth 02,180k,MC2,Stern,SR,68,0
Berth 02,180k,MC2,Stern,SR,68,0
Berth 02,180k,MC2,Stern,SR,68,0
Berth 02,180k,MC2,Stern,SR,68,0
Berth 02,180k,MC2,Stern,ND,69,0
Berth 02,180k,MC2,Stern,ND,69,0
Berth 02,180k,MC2,Stern,ND,69,0
Berth 02,180k,MC2,Stern,ND,69,0
Berth 02,180k,MC2,Stern,NR,69,0
Berth 02,180k,MC2,Stern,NR,69,0
Berth 02,180k,MC2,Stern,NR,69,0
Berth 02,180k,MC2,Stern,NR,69,0
Berth 02,180k,MC2,Stern,SR,69,0
Berth 02,180k,MC2,Stern,SR,69,0
Berth 02,180k,MC2,Stern,SR,69,0
Berth 02,180k,MC2,Stern,SR,69,0
Berth 02,180k,MC2,Stern,ND,70,0
Berth 02,180k,MC2,Stern,ND,70,0
Berth 02,180k,MC2,Stern,ND,70,0
Berth 02,180k,MC2,Stern,ND,70,0
Berth 02,180k,MC2,Stern,NR,70,0
Berth 02,180k,MC2,Stern,NR,70,0
Berth 02,180k,MC2,Stern,NR,70,0
Berth 02,180k,MC2,Stern,NR,70,0
Berth 02,180k,MC2,Stern,SR,70,0
Berth 02,180k,MC2,Stern,SR,70,0
Berth 02,180k,MC2,Stern,SR,70,0
Berth 02,180k,MC2,Stern,SR,70,0
Berth 02,180k,MC2,Stern,ND,71,0
Berth 02,180k,MC2,Stern,ND,71,0
Berth 02,180k,MC2,Stern,ND,71,0
Berth 02,180k,MC2,Stern,ND,71,0
Berth 02,180k,MC2,Stern,NR,71,0
Berth 02,180k,MC2,Stern,NR,71,0
Berth 02,180k,MC2,Stern,NR,71,0
Berth 02,180k,MC2,Stern,NR,71,0
Berth 02,180k,MC2,Stern,SR,71,0
Berth 02,180k,MC2,Stern,SR,71,0
Berth 02,180k,MC2,Stern,SR,71,0
Berth 02,180k,MC2,Stern,SR,71,0
Berth 02,180k,MC2,Stern,ND,72,0
Berth 02,180k,MC2,Stern,ND,72,0
Berth 02,180k,MC2,Stern,ND,72,0
Berth 02,180k,MC2,Stern,ND,72,0
Berth 02,180k,MC2,Stern,NR,72,0
Berth 02,180k,MC2,Stern,NR,72,0
Berth 02,180k,MC2,Stern,NR,72,0
Berth 02,180k,MC2,Stern,NR,72,0
Berth 02,180k,MC2,Stern,SR,72,0
Berth 02,180k,MC2,Stern,SR,72,0
Berth 02,180k,MC2,Stern,SR,72,0
Berth 02,180k,MC2,Stern,SR,72,0
Berth 02,180k,MC2,Stern,ND,73,0
Berth 02,180k,MC2,Stern,ND,73,0
Berth 02,180k,MC2,Stern,ND,73,0
Berth 02,180k,MC2,Stern,ND,73,0
Berth 02,180k,MC2,Stern,NR,73,0
Berth 02,180k,MC2,Stern,NR,73,0
Berth 02,180k,MC2,Stern,NR,73,0
Berth 02,180k,MC2,Stern,NR,73,0
Berth 02,180k,MC2,Stern,SR,73,0
Berth 02,180k,MC2,Stern,SR,73,0
Berth 02,180k,MC2,Stern,SR,73,0
Berth 02,180k,MC2,Stern,SR,73,0
Berth 02,180k,MC2,Stern,ND,74,0
Berth 02,180k,MC2,Stern,ND,74,0
Berth 02,180k,MC2,Stern,ND,74,0
Berth 02,180k,MC2,Stern,ND,74,0
Berth 02,180k,MC2,Stern,NR,74,0
Berth 02,180k,MC2,Stern,NR,74,0
Berth 02,180k,MC2,Stern,NR,74,0
Berth 02,180k,MC2,Stern,NR,74,0
Berth 02,180k,MC2,Stern,SR,74,0
Berth 02,180k,MC2,Stern,SR,74,0
Berth 02,180k,MC2,Stern,SR,74,0
Berth 02,180k,MC2,Stern,SR,74,0
Berth 02,180k,MC2,Stern,ND,75,0
Berth 02,180k,MC2,Stern,ND,75,0
Berth 02,180k,MC2,Stern,ND,75,0
Berth 02,180k,MC2,Stern,ND,75,0
Berth 02,180k,MC2,Stern,NR,75,0
Berth 02,180k,MC2,Stern,NR,75,0
Berth 02,180k,MC2,Stern,NR,75,0
Berth 02,180k,MC2,Stern,NR,75,0
Berth 02,180k,MC2,Stern,SR,75,0
Berth 02,180k,MC2,Stern,SR,75,0
Berth 02,180k,MC2,Stern,SR,75,0
Berth 02,180k,MC2,Stern,SR,75,0
Berth 02,210k,MC2,Stern,ND,26,1
Berth 02,210k,MC2,Stern,ND,26,1
Berth 02,210k,MC2,Stern,ND,26,1
Berth 02,210k,MC2,Stern,ND,26,1
Berth 02,210k,MC2,Stern,NR,26,1
Berth 02,210k,MC2,Stern,NR,26,1
Berth 02,210k,MC2,Stern,NR,26,1
Berth 02,210k,MC2,Stern,NR,26,1
Berth 02,210k,MC2,Stern,SR,26,1
Berth 02,210k,MC2,Stern,SR,26,1
Berth 02,210k,MC2,Stern,SR,26,1
Berth 02,210k,MC2,Stern,SR,26,1
Berth 02,210k,MC2,Stern,ND,27,1
Berth 02,210k,MC2,Stern,ND,27,1
Berth 02,210k,MC2,Stern,ND,27,1
Berth 02,210k,MC2,Stern,ND,27,1
Berth 02,210k,MC2,Stern,NR,27,1
Berth 02,210k,MC2,Stern,NR,27,1
Berth 02,210k,MC2,Stern,NR,27,1
Berth 02,210k,MC2,Stern,NR,27,1
Berth 02,210k,MC2,Stern,SR,27,1
Berth 02,210k,MC2,Stern,SR,27,1
Berth 02,210k,MC2,Stern,SR,27,1
Berth 02,210k,MC2,Stern,SR,27,1
Berth 02,210k,MC2,Stern,ND,28,1
Berth 02,210k,MC2,Stern,ND,28,1
Berth 02,210k,MC2,Stern,ND,28,1
Berth 02,210k,MC2,Stern,ND,28,1
Berth 02,210k,MC2,Stern,NR,28,1
Berth 02,210k,MC2,Stern,NR,28,1
Berth 02,210k,MC2,Stern,NR,28,1
Berth 02,210k,MC2,Stern,NR,28,1
Berth 02,210k,MC2,Stern,SR,28,1
Berth 02,210k,MC2,Stern,SR,28,1
Berth 02,210k,MC2,Stern,SR,28,1
Berth 02,210k,MC2,Stern,SR,28,1
Berth 02,210k,MC2,Stern,ND,29,1
Berth 02,210k,MC2,Stern,ND,29,1
Berth 02,210k,MC2,Stern,ND,29,1
Berth 02,210k,MC2,Stern,ND,29,1
Berth 02,210k,MC2,Stern,NR,29,1
Berth 02,210k,MC2,Stern,NR,29,1
Berth 02,210k,MC2,Stern,NR,29,1
Berth 02,210k,MC2,Stern,NR,29,1
Berth 02,210k,MC2,Stern,SR,29,1
Berth 02,210k,MC2,Stern,SR,29,1
Berth 02,210k,MC2,Stern,SR,29,1
Berth 02,210k,MC2,Stern,SR,29,1
Berth 02,210k,MC2,Stern,ND,30,1
Berth 02,210k,MC2,Stern,ND,30,1
Berth 02,210k,MC2,Stern,ND,30,1
Berth 02,210k,MC2,Stern,ND,30,1
Berth 02,210k,MC2,Stern,NR,30,1
Berth 02,210k,MC2,Stern,NR,30,1
Berth 02,210k,MC2,Stern,NR,30,1
Berth 02,210k,MC2,Stern,NR,30,1
Berth 02,210k,MC2,Stern,SR,30,1
Berth 02,210k,MC2,Stern,SR,30,1
Berth 02,210k,MC2,Stern,SR,30,1
Berth 02,210k,MC2,Stern,SR,30,1
Berth 02,210k,MC2,Stern,ND,31,1
Berth 02,210k,MC2,Stern,ND,31,1
Berth 02,210k,MC2,Stern,ND,31,1
Berth 02,210k,MC2,Stern,ND,31,1
Berth 02,210k,MC2,Stern,NR,31,1
Berth 02,210k,MC2,Stern,NR,31,1
Berth 02,210k,MC2,Stern,NR,31,1
Berth 02,210k,MC2,Stern,NR,31,1
Berth 02,210k,MC2,Stern,SR,31,1
Berth 02,210k,MC2,Stern,SR,31,1
Berth 02,210k,MC2,Stern,SR,31,1
Berth 02,210k,MC2,Stern,SR,31,1
Berth 02,210k,MC2,Stern,ND,32,1
Berth 02,210k,MC2,Stern,ND,32,1
Berth 02,210k,MC2,Stern,ND,32,1
Berth 02,210k,MC2,Stern,ND,32,1
Berth 02,210k,MC2,Stern,NR,32,1
Berth 02,210k,MC2,Stern,NR,32,1
Berth 02,210k,MC2,Stern,NR,32,1
Berth 02,210k,MC2,Stern,NR,32,1
Berth 02,210k,MC2,Stern,SR,32,1
Berth 02,210k,MC2,Stern,SR,32,1
Berth 02,210k,MC2,Stern,SR,32,1
Berth 02,210k,MC2,Stern,SR,32,1
Berth 02,210k,MC2,Stern,ND,33,1
Berth 02,210k,MC2,Stern,ND,33,1
Berth 02,210k,MC2,Stern,ND,33,1
Berth 02,210k,MC2,Stern,ND,33,1
Berth 02,210k,MC2,Stern,NR,33,1
Berth 02,210k,MC2,Stern,NR,33,1
Berth 02,210k,MC2,Stern,NR,33,1
Berth 02,210k,MC2,Stern,NR,33,1
Berth 02,210k,MC2,Stern,SR,33,1
Berth 02,210k,MC2,Stern,SR,33,1
Berth 02,210k,MC2,Stern,SR,33,1
Berth 02,210k,MC2,Stern,SR,33,1
Berth 02,210k,MC2,Stern,ND,34,1
Berth 02,210k,MC2,Stern,ND,34,1
Berth 02,210k,MC2,Stern,ND,34,1
Berth 02,210k,MC2,Stern,ND,34,1
Berth 02,210k,MC2,Stern,NR,34,1
Berth 02,210k,MC2,Stern,NR,34,1
Berth 02,210k,MC2,Stern,NR,34,1
Berth 02,210k,MC2,Stern,NR,34,1
Berth 02,210k,MC2,Stern,SR,34,0
Berth 02,210k,MC2,Stern,SR,34,0
Berth 02,210k,MC2,Stern,SR,34,0
Berth 02,210k,MC2,Stern,SR,34,0
Berth 02,210k,MC2,Stern,ND,35,1
Berth 02,210k,MC2,Stern,ND,35,1
Berth 02,210k,MC2,Stern,ND,35,1
Berth 02,210k,MC2,Stern,ND,35,1
Berth 02,210k,MC2,Stern,NR,35,1
Berth 02,210k,MC2,Stern,NR,35,1
Berth 02,210k,MC2,Stern,NR,35,1
Berth 02,210k,MC2,Stern,NR,35,1
Berth 02,210k,MC2,Stern,SR,35,0
Berth 02,210k,MC2,Stern,SR,35,0
Berth 02,210k,MC2,Stern,SR,35,0
Berth 02,210k,MC2,Stern,SR,35,0
Berth 02,210k,MC2,Stern,ND,36,1
Berth 02,210k,MC2,Stern,ND,36,1
Berth 02,210k,MC2,Stern,ND,36,1
Berth 02,210k,MC2,Stern,ND,36,1
Berth 02,210k,MC2,Stern,NR,36,0
Berth 02,210k,MC2,Stern,NR,36,0
Berth 02,210k,MC2,Stern,NR,36,0
Berth 02,210k,MC2,Stern,NR,36,0
Berth 02,210k,MC2,Stern,SR,36,0
Berth 02,210k,MC2,Stern,SR,36,0
Berth 02,210k,MC2,Stern,SR,36,0
Berth 02,210k,MC2,Stern,SR,36,0
Berth 02,210k,MC2,Stern,ND,37,1
Berth 02,210k,MC2,Stern,ND,37,1
Berth 02,210k,MC2,Stern,ND,37,1
Berth 02,210k,MC2,Stern,ND,37,1
Berth 02,210k,MC2,Stern,NR,37,0
Berth 02,210k,MC2,Stern,NR,37,0
Berth 02,210k,MC2,Stern,NR,37,0
Berth 02,210k,MC2,Stern,NR,37,0
Berth 02,210k,MC2,Stern,SR,37,0
Berth 02,210k,MC2,Stern,SR,37,0
Berth 02,210k,MC2,Stern,SR,37,0
Berth 02,210k,MC2,Stern,SR,37,0
Berth 02,210k,MC2,Stern,ND,38,0
Berth 02,210k,MC2,Stern,ND,38,0
Berth 02,210k,MC2,Stern,ND,38,0
Berth 02,210k,MC2,Stern,ND,38,0
Berth 02,210k,MC2,Stern,NR,38,0
Berth 02,210k,MC2,Stern,NR,38,0
Berth 02,210k,MC2,Stern,NR,38,0
Berth 02,210k,MC2,Stern,NR,38,0
Berth 02,210k,MC2,Stern,SR,38,0
Berth 02,210k,MC2,Stern,SR,38,0
Berth 02,210k,MC2,Stern,SR,38,0
Berth 02,210k,MC2,Stern,SR,38,0
Berth 02,210k,MC2,Stern,ND,39,0
Berth 02,210k,MC2,Stern,ND,39,0
Berth 02,210k,MC2,Stern,ND,39,0
Berth 02,210k,MC2,Stern,ND,39,0
Berth 02,210k,MC2,Stern,NR,39,0
Berth 02,210k,MC2,Stern,NR,39,0
Berth 02,210k,MC2,Stern,NR,39,0
Berth 02,210k,MC2,Stern,NR,39,0
Berth 02,210k,MC2,Stern,SR,39,0
Berth 02,210k,MC2,Stern,SR,39,0
Berth 02,210k,MC2,Stern,SR,39,0
Berth 02,210k,MC2,Stern,SR,39,0
Berth 02,210k,MC2,Stern,ND,40,0
Berth 02,210k,MC2,Stern,ND,40,0
Berth 02,210k,MC2,Stern,ND,40,0
Berth 02,210k,MC2,Stern,ND,40,0
Berth 02,210k,MC2,Stern,NR,40,0
Berth 02,210k,MC2,Stern,NR,40,0
Berth 02,210k,MC2,Stern,NR,40,0
Berth 02,210k,MC2,Stern,NR,40,0
Berth 02,210k,MC2,Stern,SR,40,0
Berth 02,210k,MC2,Stern,SR,40,0
Berth 02,210k,MC2,Stern,SR,40,0
Berth 02,210k,MC2,Stern,SR,40,0
Berth 02,210k,MC2,Stern,ND,41,0
Berth 02,210k,MC2,Stern,ND,41,0
Berth 02,210k,MC2,Stern,ND,41,0
Berth 02,210k,MC2,Stern,ND,41,0
Berth 02,210k,MC2,Stern,NR,41,0
Berth 02,210k,MC2,Stern,NR,41,0
Berth 02,210k,MC2,Stern,NR,41,0
Berth 02,210k,MC2,Stern,NR,41,0
Berth 02,210k,MC2,Stern,SR,41,0
Berth 02,210k,MC2,Stern,SR,41,0
Berth 02,210k,MC2,Stern,SR,41,0
Berth 02,210k,MC2,Stern,SR,41,0
Berth 02,210k,MC2,Stern,ND,42,0
Berth 02,210k,MC2,Stern,ND,42,0
Berth 02,210k,MC2,Stern,ND,42,0
Berth 02,210k,MC2,Stern,ND,42,0
Berth 02,210k,MC2,Stern,NR,42,0
Berth 02,210k,MC2,Stern,NR,42,0
Berth 02,210k,MC2,Stern,NR,42,0
Berth 02,210k,MC2,Stern,NR,42,0
Berth 02,210k,MC2,Stern,SR,42,0
Berth 02,210k,MC2,Stern,SR,42,0
Berth 02,210k,MC2,Stern,SR,42,0
Berth 02,210k,MC2,Stern,SR,42,0
Berth 02,210k,MC2,Stern,ND,43,0
Berth 02,210k,MC2,Stern,ND,43,0
Berth 02,210k,MC2,Stern,ND,43,0
Berth 02,210k,MC2,Stern,ND,43,0
Berth 02,210k,MC2,Stern,NR,43,0
Berth 02,210k,MC2,Stern,NR,43,0
Berth 02,210k,MC2,Stern,NR,43,0
Berth 02,210k,MC2,Stern,NR,43,0
Berth 02,210k,MC2,Stern,SR,43,0
Berth 02,210k,MC2,Stern,SR,43,0
Berth 02,210k,MC2,Stern,SR,43,0
Berth 02,210k,MC2,Stern,SR,43,0
Berth 02,210k,MC2,Stern,ND,44,0
Berth 02,210k,MC2,Stern,ND,44,0
Berth 02,210k,MC2,Stern,ND,44,0
Berth 02,210k,MC2,Stern,ND,44,0
Berth 02,210k,MC2,Stern,NR,44,0
Berth 02,210k,MC2,Stern,NR,44,0
Berth 02,210k,MC2,Stern,NR,44,0
Berth 02,210k,MC2,Stern,NR,44,0
Berth 02,210k,MC2,Stern,SR,44,0
Berth 02,210k,MC2,Stern,SR,44,0
Berth 02,210k,MC2,Stern,SR,44,0
Berth 02,210k,MC2,Stern,SR,44,0
Berth 02,210k,MC2,Stern,ND,45,0
Berth 02,210k,MC2,Stern,ND,45,0
Berth 02,210k,MC2,Stern,ND,45,0
Berth 02,210k,MC2,Stern,ND,45,0
Berth 02,210k,MC2,Stern,NR,45,0
Berth 02,210k,MC2,Stern,NR,45,0
Berth 02,210k,MC2,Stern,NR,45,0
Berth 02,210k,MC2,Stern,NR,45,0
Berth 02,210k,MC2,Stern,SR,45,0
Berth 02,210k,MC2,Stern,SR,45,0
Berth 02,210k,MC2,Stern,SR,45,0
Berth 02,210k,MC2,Stern,SR,45,0
Berth 02,210k,MC2,Stern,ND,46,0
