Berth,Vessel,MC,ML,Type,Location,Number,InEnvelope
Berth 03,180k,MC2,Bow,Dolphin,S,A11,1
Berth 03,180k,MC2,Bow,Dolphin,S,A12,0
Berth 03,180k,MC2,Bow,Dolphin,S,A13,0
Berth 03,180k,MC2,Bow,Dolphin,S,A14,0
Berth 03,180k,MC2,Bow,Dolphin,S,A15,0
Berth 03,180k,MC2,Bow,Dolphin,S,A16,0
Berth 03,180k,MC2,Bow,Dolphin,S,A17,0
Berth 03,180k,MC2,Bow,Dolphin,S,A18,0
Berth 03,180k,MC2,Bow,Dolphin,S,A3,0
Berth 03,180k,MC2,Bow,Dolphin,S,A4,0
Berth 03,180k,MC2,Bow,Dolphin,S,A5,0
Berth 03,180k,MC2,Bow,Dolphin,S,A6,0
Berth 03,180k,MC2,Bow,Dolphin,S,A7,0
Berth 03,180k,MC2,Bow,Dolphin,S,A8,0
Berth 03,180k,MC2,Bow,Dolphin,S,A9,0
Berth 03,180k,MC2,Bow,Pile,N,19,0
Berth 03,180k,MC2,Bow,Pile,N,20,0
Berth 03,180k,MC2,Bow,Pile,N,21,0
Berth 03,180k,MC2,Bow,Pile,N,22,0
Berth 03,180k,MC2,Bow,Pile,N,23,0
Berth 03,180k,MC2,Bow,Pile,N,24,0
Berth 03,180k,MC2,Bow,Pile,N,25,0
Berth 03,180k,MC2,Bow,Pile,N,26,0
Berth 03,180k,MC2,Bow,Pile,N,27,0
Berth 03,180k,MC2,Bow,Pile,N,28,0
Berth 03,180k,MC2,Bow,Pile,N,29,0
Berth 03,180k,MC2,Bow,Pile,N,30,0
Berth 03,180k,MC2,Bow,Pile,N,31,0
Berth 03,180k,MC2,Bow,Pile,N,32,0
Berth 03,180k,MC2,Bow,Pile,N,33,0
Berth 03,180k,MC2,Bow,Pile,N,34,0
Berth 03,180k,MC2,Bow,Pile,N,35,0
Berth 03,180k,MC2,Bow,Pile,N,36,0
Berth 03,180k,MC2,Bow,Pile,N,37,0
Berth 03,180k,MC2,Bow,Pile,N,38,0
Berth 03,180k,MC2,Bow,Pile,N,39,0
Berth 03,180k,MC2,Bow,Pile,N,40,0
Berth 03,180k,MC2,Bow,Pile,N,41,0
Berth 03,180k,MC2,Bow,Pile,N,42,0
Berth 03,180k,MC2,Bow,Pile,N,43,0
Berth 03,180k,MC2,Bow,Pile,N,44,0
Berth 03,180k,MC2,Bow,Pile,N,45,0
Berth 03,180k,MC2,Bow,Pile,N,46,0
Berth 03,180k,MC2,Bow,Pile,N,47,0
Berth 03,180k,MC2,Bow,Pile,N,48,0
Berth 03,180k,MC2,Bow,Pile,N,49,0
Berth 03,180k,MC2,Bow,Pile,N,50,0
Berth 03,180k,MC2,Bow,Pile,N,51,0
Berth 03,180k,MC2,Bow,Pile,N,52,0
Berth 03,180k,MC2,Bow,Pile,N,53,0
Berth 03,180k,MC2,Bow,Pile,N,54,0
Berth 03,180k,MC2,Bow,Pile,N,55,0
Berth 03,180k,MC2,Bow,Pile,N,56,0
Berth 03,180k,MC2,Bow,Pile,N,57,1
Berth 03,180k,MC2,Bow,Pile,N,58,1
Berth 03,180k,MC2,Bow,Pile,N,59,1
Berth 03,180k,MC2,Bow,Pile,N,60,1
Berth 03,180k,MC2,Bow,Pile,N,61,1
Berth 03,180k,MC2,Bow,Pile,N,62,0
Berth 03,180k,MC2,Bow,Pile,N,63,0
Berth 03,180k,MC2,Bow,Pile,N,64,0
Berth 03,180k,MC2,Bow,Pile,N,65,0
Berth 03,180k,MC2,Bow,Pile,N,66,0
Berth 03,180k,MC2,Bow,Pile,N,67,0
Berth 03,180k,MC2,Bow,Pile,N,68,0
Berth 03,180k,MC2,Bow,Pile,N,69,0
Berth 03,180k,MC2,Bow,Pile,N,70,0
Berth 03,180k,MC2,Bow,Pile,N,71,0
Berth 03,180k,MC2,Bow,Pile,N,72,0
Berth 03,180k,MC2,Bow,Pile,N,73,0
Berth 03,180k,MC2,Bow,Pile,N,74,0
Berth 03,180k,MC2,Bow,Pile,S,19,0
Berth 03,180k,MC2,Bow,Pile,S,20,0
Berth 03,180k,MC2,Bow,Pile,S,21,0
Berth 03,180k,MC2,Bow,Pile,S,22,0
Berth 03,180k,MC2,Bow,Pile,S,23,0
Berth 03,180k,MC2,Bow,Pile,S,24,0
Berth 03,180k,MC2,Bow,Pile,S,25,0
Berth 03,180k,MC2,Bow,Pile,S,26,0
Berth 03,180k,MC2,Bow,Pile,S,27,0
Berth 03,180k,MC2,Bow,Pile,S,28,0
Berth 03,180k,MC2,Bow,Pile,S,29,0
Berth 03,180k,MC2,Bow,Pile,S,30,0
Berth 03,180k,MC2,Bow,Pile,S,31,0
Berth 03,180k,MC2,Bow,Pile,S,32,0
Berth 03,180k,MC2,Bow,Pile,S,33,0
Berth 03,180k,MC2,Bow,Pile,S,34,0
Berth 03,180k,MC2,Bow,Pile,S,35,0
Berth 03,180k,MC2,Bow,Pile,S,36,0
Berth 03,180k,MC2,Bow,Pile,S,37,0
Berth 03,180k,MC2,Bow,Pile,S,38,0
Berth 03,180k,MC2,Bow,Pile,S,39,0
Berth 03,180k,MC2,Bow,Pile,S,40,0
Berth 03,180k,MC2,Bow,Pile,S,41,0
Berth 03,180k,MC2,Bow,Pile,S,42,0
Berth 03,180k,MC2,Bow,Pile,S,43,0
Berth 03,180k,MC2,Bow,Pile,S,44,0
Berth 03,180k,MC2,Bow,Pile,S,45,0
Berth 03,180k,MC2,Bow,Pile,S,46,0
Berth 03,180k,MC2,Bow,Pile,S,47,0
Berth 03,180k,MC2,Bow,Pile,S,48,0
Berth 03,180k,MC2,Bow,Pile,S,49,0
Berth 03,180k,MC2,Bow,Pile,S,50,0
Berth 03,180k,MC2,Bow,Pile,S,51,0
Berth 03,180k,MC2,Bow,Pile,S,52,0
Berth 03,180k,MC2,Bow,Pile,S,53,0
Berth 03,180k,MC2,Bow,Pile,S,54,0
Berth 03,180k,MC2,Bow,Pile,S,55,0
Berth 03,180k,MC2,Bow,Pile,S,56,1
Berth 03,180k,MC2,Bow,Pile,S,57,1
Berth 03,180k,MC2,Bow,Pile,S,58,1
Berth 03,180k,MC2,Bow,Pile,S,59,1
Berth 03,180k,MC2,Bow,Pile,S,60,1
Berth 03,180k,MC2,Bow,Pile,S,61,0
Berth 03,180k,MC2,Bow,Pile,S,62,0
Berth 03,180k,MC2,Bow,Pile,S,63,0
Berth 03,180k,MC2,Bow,Pile,S,64,0
Berth 03,180k,MC2,Bow,Pile,S,65,0
Berth 03,180k,MC2,Bow,Pile,S,66,0
Berth 03,180k,MC2,Bow,Pile,S,67,0
Berth 03,180k,MC2,Bow,Pile,S,68,0
Berth 03,180k,MC2,Bow,Pile,S,69,0
Berth 03,180k,MC2,Bow,Pile,S,70,0
Berth 03,180k,MC2,Bow,Pile,S,71,0
Berth 03,180k,MC2,Bow,Pile,S,72,0
Berth 03,180k,MC2,Bow,Pile,S,73,0
Berth 03,180k,MC2,Bow,Pile,S,74,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,C,A10,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,C,A11,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,C,A12,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,C,A13,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,C,A14,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,C,A15,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,C,A16,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,C,A17,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,C,A18,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,C,A7,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,C,A8,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,C,A9,1
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A10,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A11,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A12,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A13,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A14,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A15,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A16,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A17,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A18,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A3,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A4,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A5,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A6,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A7,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A8,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,N,A9,1
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A10,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A11,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A12,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A13,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A14,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A15,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A16,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A17,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A18,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A3,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A4,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A5,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A6,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A7,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A8,0
Berth 03,180k,MC2,Fwd Spring,Dolphin,S,A9,1
Berth 03,180k,MC2,Fwd Spring,Pile,N,19,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,20,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,21,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,22,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,23,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,24,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,25,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,26,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,27,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,28,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,29,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,30,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,31,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,32,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,33,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,34,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,35,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,36,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,37,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,38,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,39,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,40,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,41,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,42,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,43,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,44,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,45,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,46,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,47,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,48,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,49,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,50,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,51,1
Berth 03,180k,MC2,Fwd Spring,Pile,N,52,1
Berth 03,180k,MC2,Fwd Spring,Pile,N,53,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,54,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,55,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,56,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,57,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,58,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,59,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,60,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,61,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,62,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,63,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,64,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,65,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,66,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,67,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,68,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,69,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,70,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,71,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,72,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,73,0
Berth 03,180k,MC2,Fwd Spring,Pile,N,74,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,19,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,20,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,21,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,22,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,23,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,24,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,25,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,26,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,27,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,28,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,29,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,30,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,31,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,32,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,33,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,34,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,35,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,36,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,37,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,38,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,39,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,40,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,41,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,42,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,43,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,44,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,45,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,46,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,47,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,48,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,49,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,50,1
Berth 03,180k,MC2,Fwd Spring,Pile,S,51,1
Berth 03,180k,MC2,Fwd Spring,Pile,S,52,1
Berth 03,180k,MC2,Fwd Spring,Pile,S,53,1
Berth 03,180k,MC2,Fwd Spring,Pile,S,54,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,55,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,56,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,57,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,58,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,59,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,60,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,61,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,62,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,63,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,64,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,65,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,66,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,67,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,68,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,69,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,70,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,71,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,72,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,73,0
Berth 03,180k,MC2,Fwd Spring,Pile,S,74,0
Berth 03,180k,MC2,Stern,Dolphin,C,A10,0
Berth 03,180k,MC2,Stern,Dolphin,C,A11,0
Berth 03,180k,MC2,Stern,Dolphin,C,A12,0
Berth 03,180k,MC2,Stern,Dolphin,C,A13,0
Berth 03,180k,MC2,Stern,Dolphin,C,A14,0
Berth 03,180k,MC2,Stern,Dolphin,C,A15,0
Berth 03,180k,MC2,Stern,Dolphin,C,A16,0
Berth 03,180k,MC2,Stern,Dolphin,C,A17,0
Berth 03,180k,MC2,Stern,Dolphin,C,A18,0
Berth 03,180k,MC2,Stern,Dolphin,C,A7,0
Berth 03,180k,MC2,Stern,Dolphin,C,A8,0
Berth 03,180k,MC2,Stern,Dolphin,C,A9,0
Berth 03,180k,MC2,Stern,Dolphin,N,A10,0
Berth 03,180k,MC2,Stern,Dolphin,N,A11,0
Berth 03,180k,MC2,Stern,Dolphin,N,A12,0
Berth 03,180k,MC2,Stern,Dolphin,N,A13,0
Berth 03,180k,MC2,Stern,Dolphin,N,A14,0
Berth 03,180k,MC2,Stern,Dolphin,N,A15,0
Berth 03,180k,MC2,Stern,Dolphin,N,A16,0
Berth 03,180k,MC2,Stern,Dolphin,N,A17,0
Berth 03,180k,MC2,Stern,Dolphin,N,A18,0
Berth 03,180k,MC2,Stern,Dolphin,N,A3,1
Berth 03,180k,MC2,Stern,Dolphin,N,A4,0
Berth 03,180k,MC2,Stern,Dolphin,N,A5,0
Berth 03,180k,MC2,Stern,Dolphin,N,A6,0
Berth 03,180k,MC2,Stern,Dolphin,N,A7,0
Berth 03,180k,MC2,Stern,Dolphin,N,A8,0
